iso3,country_ru,Country,region_ru,Region,subregion_ru,Subregion,year,sex,age_group,count,rate_per_100k
CRI,Коста-Рика,Costa Rica,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2019,Женщины,10-14,1.0,0.564338862913625
HRV,Хорватия,Croatia,Европа,Europe,Южная Европа,Южная Европа,2019,Женщины,10-14,0.0,0.0
CZE,Чехия,Czechia,Европа,Europe,Восточная Европа,Восточная Европа,2019,Женщины,10-14,0.0,0.0
DNK,Дания,Denmark,Европа,Europe,Северная Европа,Северная Европа,2019,Женщины,10-14,0.0,0.0
DMA,Доминика,Dominica,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2019,Женщины,10-14,0.0,0.0
DOM,Доминиканская Республика,Dominican Republic,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2019,Женщины,10-14,4.0,0.829049049650711
ECU,Эквадор,Ecuador,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2019,Женщины,10-14,4.0,0.514294494027434
SLV,Сальвадор,El Salvador,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2019,Женщины,10-14,6.0,2.1816555493136
FRA,Франция,France,Европа,Europe,Западная Европа,Западная Европа,2019,Женщины,10-14,3.0,0.151495831970923
DEU,Германия,Germany,Европа,Europe,Западная Европа,Западная Европа,2019,Женщины,10-14,3.0,0.1656951408243
GTM,Гватемала,Guatemala,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2019,Женщины,10-14,19.0,2.01980471677554
GUY,Гайана,Guyana,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2019,Женщины,10-14,0.0,0.0
HND,Гондурас,Honduras,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2019,Женщины,10-14,8.0,1.53606439181931
HUN,Венгрия,Hungary,Европа,Europe,Восточная Европа,Восточная Европа,2019,Женщины,10-14,0.0,0.0
ISL,Исландия,Iceland,Европа,Europe,Северная Европа,Северная Европа,2019,Женщины,10-14,0.0,0.0
IRL,Ирландия,Ireland,Европа,Europe,Северная Европа,Северная Европа,2019,Женщины,10-14,0.0,0.0
ITA,Италия,Italy,Европа,Europe,Южная Европа,Южная Европа,2019,Женщины,10-14,1.0,0.072453162653003
JAM,Ямайка,Jamaica,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2019,Женщины,10-14,2.0,1.80319074602509
KEN,Кения,Kenya,Африка,Africa,Африка южнее Сахары,Африка южнее Сахары,2019,Женщины,10-14,23.0,0.702106563902687
XKX,Республика Косово,Kosovo under UNSCR 1244,Европа,Europe,Южная Европа,Южная Европа,2019,Женщины,10-14,0.0,0.0
LVA,Латвия,Latvia,Европа,Europe,Северная Европа,Северная Европа,2019,Женщины,10-14,0.0,0.0
LTU,Литва,Lithuania,Европа,Europe,Северная Европа,Северная Европа,2019,Женщины,10-14,0.0,0.0
MLT,Мальта,Malta,Европа,Europe,Южная Европа,Южная Европа,2019,Женщины,10-14,0.0,0.0
MEX,Мексика,Mexico,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2019,Женщины,10-14,56.0,1.0154213490888
NLD,Нидерланды,Netherlands (Kingdom of the),Европа,Europe,Западная Европа,Западная Европа,2019,Женщины,10-14,1.0,0.212319409072621
NOR,Норвегия,Norway,Европа,Europe,Северная Европа,Северная Европа,2019,Женщины,10-14,0.0,0.0
PAN,Панама,Panama,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2019,Женщины,10-14,2.0,1.12084691192665
PER,Перу,Peru,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2019,Женщины,10-14,10.0,0.702290837597702
POL,Польша,Poland,Европа,Europe,Восточная Европа,Восточная Европа,2019,Женщины,10-14,1.0,0.104424410041242
PRT,Португалия,Portugal,Европа,Europe,Южная Европа,Южная Европа,2019,Женщины,10-14,0.820224719101124,0.330232435683162
KNA,Сент-Китс и Невис,Saint Kitts and Nevis,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2019,Женщины,10-14,0.0,0.0
LCA,Сент-Люсия,Saint Lucia,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2019,Женщины,10-14,0.0,0.0
VCT,Сент-Винсент и Гренадины,Saint Vincent and the Grenadines,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2019,Женщины,10-14,0.0,0.0
SVK,Словакия,Slovakia,Европа,Europe,Восточная Европа,Восточная Европа,2019,Женщины,10-14,0.0,0.0
SVN,Словения,Slovenia,Европа,Europe,Южная Европа,Южная Европа,2019,Женщины,10-14,0.0,0.0
ESP,Испания,Spain,Европа,Europe,Южная Европа,Южная Европа,2019,Женщины,10-14,1.0,0.0825131185544362
SUR,Суринам,Suriname,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2019,Женщины,10-14,0.0,0.0
CHE,Швейцария,Switzerland,Европа,Europe,Западная Европа,Западная Европа,2019,Женщины,10-14,0.0,0.0
TTO,Тринидад и Тобаго,Trinidad and Tobago,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2019,Женщины,10-14,0.0,0.0
TUR,Турция,Türkiye,Азия,Asia,Западная Азия,Западная Азия,2019,Женщины,10-14,6.0,0.197979879304866
